"","ASV_ID","portal_id","perc_id","alignment_length","mismatches","gap_opens","q_start","q_end","s_start","s_end","eval","bit_score"
"8443",3281,"Ustvir1",84.444,135,12,6,84,214,476,605,2.3e-30,124
"8444",3291,"Acema1",93.478,138,8,1,1,138,431,567,1.97e-54,204
"8445",3302,"Tolinf1",91.358,162,3,5,1,162,320,470,1.37e-56,211
"8450",3304,"Melbi2",85.965,114,13,3,1,113,322,433,7.47e-29,119
"8451",3311,"Artesp1",79.675,123,21,4,1,122,339,458,8.18e-19,86.1
"8452",3313,"Ganleu1",87.047,193,15,8,1,187,357,545,5.78e-56,209
"8453",3315,"Acema1",91.558,154,11,2,1,153,431,583,1.18e-56,211
"8455",3317,"Hyafin1",94.118,119,6,1,1,118,417,535,3.23e-47,180
"8456",3331,"Metbr1",82.682,179,21,7,9,179,306,482,3.11e-38,150
"8457",3331,"Metgui1",82.682,179,21,7,9,179,306,482,3.11e-38,150
"8458",3342,"Tolinf1",94.444,144,2,3,35,178,343,480,3.01e-58,217
"8462",3346,"Tolinf1",95.758,165,3,3,1,165,320,480,3.5e-72,263
"8466",3355,"Diahe1",78.261,115,13,12,1,105,367,479,3.5e-12,63.9
"8467",3358,"Melbi2",92.308,156,7,5,1,153,322,475,2.54e-58,217
"8469",3363,"Melbi2",91.026,156,11,3,1,155,322,475,1.55e-55,207
"8471",3365,"Dacma1",93.373,166,9,2,1,166,291,454,1.33e-66,244
"8476",3371,"Stepol1",79.845,129,17,7,10,133,309,433,9.56e-19,86.1
"8477",3373,"Daces1",89.595,173,14,4,1,172,389,558,2.89e-58,217
"8482",3376,"Clasph1",82.524,103,11,7,1,99,321,420,2.7e-18,84.2
"8484",3391,"Melbi2",91.367,139,11,1,1,138,322,460,5.45e-50,189
"8486",3410,"Melbi2",91.613,155,11,2,1,154,322,475,3.3e-57,213
"8488",3416,"Acema1",91.558,154,11,2,1,153,431,583,1.18e-56,211
"8489",3428,"Hyafin1",90.435,115,9,2,1,114,417,530,2.63e-38,150
"8492",3437,"Theglo1",87.5,152,15,4,1,149,323,473,5.77e-45,172
"8494",3441,"Humhy1",88.889,99,10,1,1,98,471,569,2.17e-29,121
"8495",3443,"Dipse1",100,168,0,0,1,168,358,525,1.26e-86,311
"8517",3457,"Didma1",81.746,126,20,3,1,124,299,423,7.79e-24,102
"8519",3459,"Diaam1",96.97,165,5,0,1,165,304,468,1.29e-76,278
"8521",3463,"Rhyag1",91.195,159,11,3,1,158,486,642,3.4e-57,213
"8523",3468,"Psever1",91.824,159,10,3,1,156,339,497,7.21e-59,219
"8524",3469,"Cucbe1",81.699,153,24,4,1,151,311,461,1.71e-30,124
"8526",3475,"Melbi2",88.742,151,9,7,1,147,322,468,1.21e-46,178
"8528",3478,"Acema1",92.903,155,9,2,1,155,431,583,1.54e-60,224
"8529",3479,"Claim1",84.896,192,19,9,1,186,363,550,8.9e-49,185
"8536",3483,"Crafun1",84.768,151,10,9,1,138,448,598,7.95e-35,139
"8537",3486,"Venin1",90.714,140,10,3,4,141,342,480,2.61e-48,183
"8538",3489,"Ocuya1",90.625,160,11,2,1,159,426,582,4.43e-56,209
"8539",3489,"Rhyag1",90.625,160,11,2,1,159,486,642,4.43e-56,209
"8540",3499,"Exosi1",92.045,176,12,1,1,176,350,523,4.07e-67,246
"8547",3519,"Melbi2",95.918,147,5,1,1,146,322,468,1.96e-64,237
"8549",3521,"Tappo1",78.947,209,29,10,14,209,387,593,1.73e-31,128
"8550",3530,"Colfa1",75.796,157,25,10,1,145,341,496,2.68e-13,67.6
"8551",3533,"Rhyag1",83.688,141,19,4,1,138,486,625,3.37e-32,130
"8553",3534,"Fonmo1",85.882,170,15,6,1,161,367,536,7.18e-45,172
"8559",3555,"Melbi2",90.446,157,9,6,1,154,322,475,7.15e-54,202
"8561",3563,"Claim1",87.117,163,14,7,1,158,363,523,1.46e-46,178
"8568",3574,"Traver1",97.512,201,4,1,1,200,406,606,5.41e-96,342
"8569",3584,"Exosi1",100,174,0,0,1,174,350,523,6.5e-90,322
"8576",3594,"Mereb1",88.333,120,9,4,23,138,465,583,6.15e-35,139
"8577",3595,"Chale1",95.092,163,6,2,1,161,462,624,5.69e-70,255
"8592",3596,"Exosi1",80.952,168,23,7,1,167,350,509,2.17e-30,124
"8594",3598,"Didma1",87.179,117,14,1,1,116,299,415,1.02e-32,132
"8595",3605,"Acema1",95.425,153,6,1,1,152,431,583,4.15e-66,243
"8597",3608,"Hyafin1",88.696,115,11,2,1,114,417,530,5.65e-35,139
"8599",3611,"Purli1",94.805,154,5,3,1,151,374,527,2.13e-64,237
"8603",3617,"Flaful1",93.377,151,8,2,1,149,342,492,5.9e-60,222
"8606",3625,"Lacpse1",95.604,91,1,3,1,90,391,479,2.59e-36,143
"8607",3627,"Tripra1",80.233,172,27,7,1,168,385,553,6.32e-30,122
"8608",3629,"Exosi1",89.634,164,13,4,1,163,350,510,7.12e-55,206
"8613",3638,"Hyafin1",92.562,121,7,2,1,121,417,535,5.61e-45,172
"8638",3642,"Trimi1",83.193,119,17,3,66,182,432,549,6.96e-25,106
"8646",3643,"Diahe1",78.261,115,13,12,1,105,367,479,3.5e-12,63.9
"8647",3655,"Theglo1",81.132,159,25,5,1,155,323,480,5.77e-30,122
"8652",3672,"Exoxe1",87.075,147,10,7,1,145,351,490,2.08e-40,158
"8656",3674,"Mocy1230_1",94.737,152,8,0,1,152,387,538,2.28e-64,237
"8671",3686,"Papla1",78.882,161,25,8,10,165,306,462,3.36e-23,100
"8672",3688,"Rhyag1",83.648,159,18,8,1,153,486,642,4.37e-36,143
"8673",3689,"Hyafin1",82.803,157,20,7,1,155,417,568,2.67e-33,134
"8676",3706,"Hyafin1",96.522,115,3,1,1,115,417,530,5.65e-50,189
"8677",3710,"Acema1",83.544,158,17,9,1,154,431,583,5.69e-35,139
"8678",3727,"Melbi2",90.909,154,11,2,1,151,322,475,1.95e-54,204
"8681",3730,"Acema1",92.949,156,7,4,1,155,431,583,1.54e-60,224
"8683",3732,"Hyafin1",87.931,116,9,5,1,113,417,530,9.38e-33,132
"8684",3740,"Metbr1",97.861,187,2,2,1,187,298,482,6.54e-90,322
"8685",3740,"Metgui1",97.861,187,2,2,1,187,298,482,6.54e-90,322
"8687",3741,"Melbi2",92.308,156,7,5,1,153,322,475,2.54e-58,217
"8689",3745,"Melbi2",88.571,140,13,3,1,140,322,458,2.65e-43,167
"8690",3751,"Hyafin1",89.032,155,12,5,1,153,417,568,1.99e-49,187
"8694",3754,"Exosi1",83.735,166,17,7,1,162,350,509,1.2e-37,148
"8696",3764,"Dacma1",87.574,169,13,7,1,166,291,454,6.27e-50,189
"8699",3765,"Amore1",80.851,141,20,7,1,139,422,557,2.09e-24,104
"8701",3772,"Clasph1",82.524,103,11,7,1,99,321,420,2.72e-18,84.2
"8703",3776,"Melbi2",90.26,154,14,1,1,153,322,475,2.55e-53,200
"8711",3778,"Aspsub1",89.726,146,11,3,1,143,337,481,2.86e-48,183
"8712",3778,"Aspsubr1",89.726,146,11,3,1,143,347,491,2.86e-48,183
"8713",3778,"Aspele1",89.726,146,11,3,1,143,366,510,2.86e-48,183
"8929",3780,"Hyafin1",93.525,139,8,1,1,139,417,554,5.57e-55,206
"8930",3788,"Fusso1",93.956,182,6,5,1,180,359,537,2.3e-74,270
"8940",3791,"Penmal1",96.644,149,4,1,1,149,339,486,3.81e-67,246
"9175",3792,"Amore1",80.328,122,21,3,1,119,422,543,5.47e-20,89.8
"9176",3793,"Ganleu1",85.279,197,16,11,1,192,357,545,2.21e-50,191
"9178",3794,"Dacma1",84.706,170,18,7,1,168,291,454,3.85e-42,163
"9182",3799,"Melbi2",90.909,154,11,3,1,151,322,475,1.95e-54,204
"9184",3815,"Acema1",94.545,110,6,0,1,110,431,540,1.99e-44,171
"9185",3828,"Didma1",98.171,164,2,1,1,163,299,462,7.36e-79,285
"9188",3839,"Theglo1",83.648,159,22,4,1,156,323,480,3.45e-37,147
"9190",3853,"Acema1",82.727,110,17,2,1,110,431,538,3.47e-22,97.1
"9191",3857,"Artesp1",81.301,123,19,4,1,122,339,458,3.78e-22,97.1
"9192",3860,"Melbi2",90.968,155,11,3,1,153,322,475,5.49e-55,206
"9195",3869,"Daces1",87.861,173,16,5,1,171,389,558,1.04e-52,198
"9203",3874,"Hyafin1",84.348,115,15,3,1,113,417,530,4.39e-26,110
"9204",3881,"Melbi2",94.326,141,7,1,1,141,322,461,9.26e-58,215
"9206",3894,"Pjug17442_1",94.904,157,6,2,1,157,341,495,1.37e-66,244
"9447",3904,"Trigam1",99.419,172,1,0,1,172,340,511,3.84e-87,313
"9448",3904,"Trikon1",99.419,172,1,0,1,172,337,508,3.84e-87,313
"9506",3920,"Hyafin1",91.509,106,6,3,1,105,417,520,4.43e-36,143
"9507",3922,"Dipse1",79,100,17,4,1,97,358,456,1e-12,65.8
"9509",3937,"Lacpse1",90.099,101,7,1,2,99,561,661,7.44e-32,128
"9510",3940,"Melbi2",94.194,155,8,1,1,155,322,475,7.11e-64,235
"9512",3944,"Botdo1_1",78.632,117,20,4,1,112,346,462,5.94e-15,73.1
"9514",3945,"Hyafin1",91.304,138,10,2,1,137,417,553,1.97e-49,187
"9516",3959,"Hyafin1",90.833,120,8,3,1,118,417,535,1.56e-40,158
"9519",3960,"Ustvir1",80.198,202,20,13,1,195,417,605,3.44e-33,134
"9520",3961,"Hyafin1",79.021,143,22,6,1,141,417,553,1.69e-20,91.6
"9521",3961,"Melbi2",79.021,143,22,6,1,141,322,458,1.69e-20,91.6
"9522",3964,"Trias1",98.837,172,1,1,1,172,337,507,6.35e-85,305
"9523",3964,"Triasper1",98.837,172,1,1,1,172,337,507,6.35e-85,305
"9581",3976,"Purli1",92.857,154,8,3,1,151,374,527,2.13e-59,220
"9583",3992,"Umban1",99.383,162,0,1,1,161,411,572,4.34e-81,292
"9584",3994,"Melbi2",98.701,154,2,0,1,154,322,475,1.49e-75,274
"9586",3996,"Melbi2",87.129,101,8,5,57,155,378,475,4.49e-26,110
"9589",3997,"Hyafin1",90.714,140,11,2,1,139,417,555,7.2e-49,185
"9590",4004,"Hyafin1",86.452,155,16,4,1,153,417,568,9.32e-43,165
"9592",4005,"Hyafin1",95.614,114,4,1,1,113,417,530,9.25e-48,182
"9593",4006,"Claim1",85.802,162,17,6,1,157,363,523,3.19e-43,167
"9594",4008,"Crafun1",81.25,160,25,5,1,159,448,603,2.26e-30,124
"9595",4010,"Purli1",99.375,160,1,0,1,160,374,533,1.64e-80,291
"9599",4027,"Ocuya1",79.63,162,21,11,1,155,426,582,5.81e-25,106
"9600",4030,"Exosi1",90.761,184,13,3,1,183,350,530,5.18e-66,243
"9607",4040,"Disorn1",91.275,149,12,1,66,214,442,589,1.03e-53,202
"9608",4040,"DiorN22417_1",91.275,149,12,1,66,214,442,589,1.03e-53,202
"9610",4041,"Hyafin1",96.522,115,3,1,1,115,417,530,5.53e-50,189
"9611",4043,"Ascra1",86.364,110,13,2,1,109,300,408,8.01e-29,119
"9615",4047,"Sarstr1",88.525,183,15,6,1,177,350,532,2.99e-58,217
"9616",4047,"Acrst1",88.525,183,15,6,1,177,350,532,2.99e-58,217
"9618",4053,"Hyafin1",91.597,119,7,3,1,117,417,534,1.21e-41,161
"9625",4057,"Exosi1",86.301,146,13,7,1,142,350,492,9.46e-39,152
"9627",4064,"Rhyag1",82.911,158,23,4,1,155,486,642,5.73e-35,139
"9629",4072,"Exoalc1",84.848,165,15,8,1,158,362,523,1.97e-40,158
"9630",4072,"Exoalc1_J33",84.848,165,15,8,1,158,362,523,1.97e-40,158
"9636",4079,"Penatra1",96.512,172,6,0,1,172,339,510,7.82e-79,285
"9637",4079,"Penmal1",96.512,172,5,1,1,172,339,509,2.81e-78,283
"9881",4082,"Rhyag1",81.761,159,23,6,1,155,486,642,1.24e-31,128
"9882",4083,"Acema1",83.766,154,24,1,1,154,431,583,1.22e-36,145
"9883",4084,"Venin1",94.928,138,6,1,1,137,340,477,9.26e-58,215
"9884",4085,"Melbi2",93.836,146,8,1,1,146,322,466,7.05e-59,219
"9886",4088,"Purli1",88.272,162,10,7,1,157,374,531,7.95e-49,185
"9887",4091,"Dipse1",78.992,119,18,7,1,112,358,476,1.66e-15,75
"9888",4101,"Fusnyg1",88.024,167,14,6,1,166,331,492,5.03e-51,193
"9891",4110,"Amore1",86.842,152,16,4,1,150,422,571,2.53e-43,167
"9892",4114,"Fibin1",97.619,168,3,1,1,167,284,451,2.1e-79,287
"9894",4117,"Trichl1",81.967,122,13,7,53,168,440,558,1.38e-21,95.3
"9896",4121,"Traver1",81.633,147,18,9,1,146,406,544,4.89e-27,113
"9897",4126,"Tolinf1",96.429,140,3,2,33,172,343,480,3.72e-62,230
"9902",4133,"Hyafin1",94.737,114,5,1,1,113,417,530,4.3e-46,176
"9904",4135,"Extant1",92.481,133,8,2,1,133,305,435,5.53e-50,189
"9905",4136,"Hyafin1",88.961,154,13,4,1,152,417,568,1.97e-49,187
"9906",4149,"Favcal1_2",80.952,189,13,17,38,211,513,693,1.75e-31,128
"9907",4157,"Cucbe1",80.909,110,15,5,1,106,311,418,1.03e-17,82.4
"9908",4158,"Tribre1",95.455,176,6,2,1,175,350,524,3.71e-77,279
"9909",4158,"Tribrev1",95.455,176,6,2,1,175,350,524,3.71e-77,279
"9910",4158,"Trimi1",95.455,176,6,2,1,175,375,549,3.71e-77,279
"9911",4158,"Trispi1_2",95.455,176,7,1,1,175,405,580,3.71e-77,279
"9967",4167,"Colfa1",75.776,161,23,13,1,147,341,499,2.72e-13,67.6
"9974",4173,"Trichl1",91.566,166,12,2,1,164,376,541,1.42e-61,228
"10013",4175,"Amore1",82.143,140,19,6,1,138,422,557,9.73e-28,115
"10015",4177,"Colin1",74.843,159,25,13,10,155,356,512,1.65e-10,58.4
"10016",4180,"Melbi2",92.308,156,7,5,1,153,322,475,2.54e-58,217
"10019",4183,"Hyafin1",91.509,106,6,3,1,105,417,520,4.3e-36,143
"10020",4188,"Mereb1",85.128,195,21,6,1,187,389,583,6.2e-51,193
"10021",4193,"Hyafin1",90.833,120,9,2,1,119,417,535,4.37e-41,159
"10025",4197,"Botdo1_1",82.051,117,14,2,1,110,346,462,4.53e-21,93.5
"10039",4224,"Sarstr1",77.326,172,25,11,1,162,350,517,7.01e-20,89.8
"10040",4224,"Acrst1",77.326,172,25,11,1,162,350,517,7.01e-20,89.8
"10041",4227,"Amore1",87.662,154,13,3,1,152,422,571,1.54e-45,174
"10042",4234,"Chale1",95.181,166,3,4,1,164,462,624,1.62e-70,257
"10053",4237,"Claim1",84.737,190,19,10,1,186,363,546,1.19e-47,182
"10054",4242,"Parchr1",84.466,103,12,3,1,103,353,451,9.94e-23,99
"10055",4242,"Parch1",84.466,103,12,3,1,103,353,451,9.94e-23,99
"10057",4246,"Melbi2",93.289,149,7,3,1,148,322,468,2.59e-58,217
"10060",4255,"Hyafin1",91.304,115,8,2,1,114,417,530,5.69e-40,156
"10063",4256,"Hyafin1",90.78,141,11,2,1,141,417,555,2.02e-49,187
"10065",4259,"Aspluc1",81.197,117,13,7,8,118,344,457,8.51e-19,86.1
"10067",4261,"Amore1",86.275,153,16,5,1,151,422,571,1.19e-41,161
"10068",4262,"Hyafin1",87.681,138,14,3,1,137,417,552,1.57e-40,158
"10070",4264,"Artesp1",81.452,124,13,5,1,123,339,453,5.15e-21,93.5
"10071",4269,"MoscN6426_1",78.462,130,17,4,1,122,307,433,1.28e-15,75
"10073",4292,"Melbi2",92.949,156,8,3,1,155,322,475,1.54e-60,224
"10075",4294,"Amore1",84.028,144,19,4,11,152,430,571,7.25e-34,135
"10076",4301,"Chagl1",85.606,132,13,4,1,130,332,459,2.86e-33,134
"10077",4303,"Trimi1",96.341,164,4,2,1,162,375,538,7.93e-74,268
"10135",4313,"Melbi2",92.258,155,10,2,1,154,322,475,7.1e-59,219
"10137",4323,"Claim1",84.94,166,15,7,1,161,363,523,5.39e-41,159
"10139",4327,"Aspsub1",90.678,118,9,2,1,116,337,454,6.06e-40,156
"10140",4327,"Aspsubr1",90.678,118,9,2,1,116,347,464,6.06e-40,156
"10141",4327,"Asptan1",90.678,118,9,2,1,116,353,470,6.06e-40,156
"10142",4327,"Aspele1",90.678,118,9,2,1,116,366,483,6.06e-40,156
"10317",4332,"Rhyag1",82.278,158,21,7,1,152,486,642,3.37e-32,130
"10318",4341,"Acema1",94.928,138,6,1,1,138,431,567,8.99e-58,215
"10319",4342,"Bimnz1",90.476,168,8,4,1,164,366,529,9.86e-58,215
"10324",4344,"Hyafin1",86,100,8,6,1,97,417,513,7.57e-24,102
"10326",4362,"Hyafin1",89.565,115,10,2,1,114,417,530,1.21e-36,145
"10328",4363,"Diahe1",78.261,115,13,12,1,105,367,479,3.44e-12,63.9
"10329",4376,"Claim1",86.503,163,15,7,1,158,363,523,6.93e-45,172
"10330",4388,"Trist1",99.432,176,0,1,1,176,330,504,7.91e-89,318
"10389",4389,"Amore1",85.816,141,16,4,1,140,422,559,3.37e-37,147
"10390",4400,"MoscN6426_1",86.986,146,11,4,1,138,307,452,1.4e-40,158
"10397",4404,"Purli1",93.421,152,7,3,1,149,374,525,6.02e-60,222
"10399",4407,"Acema1",89.61,154,11,5,1,150,431,583,1.5e-50,191
"10400",4408,"Tripra1",79.191,173,27,9,1,168,385,553,1.37e-26,111
"10401",4434,"Tappo1",83.333,150,23,2,63,210,444,593,2.89e-34,137
"10402",4446,"Colfa1",75.301,166,26,12,1,153,341,504,9.72e-13,65.8
"10403",4447,"Crafun1",81.25,160,25,5,1,159,448,603,2.27e-30,124
"10404",4454,"Claim1",84.184,196,15,11,1,189,364,550,5.45e-46,176
"10405",4461,"Daldec1",93.855,179,6,5,1,176,336,512,1.05e-72,265
"10407",4462,"Hyafin1",91.304,115,8,2,1,114,417,530,5.65e-40,156
"10411",4465,"Altro1",77.778,171,24,12,1,161,375,541,4.72e-21,93.5
"10412",4466,"Claim1",86.01,193,14,11,1,185,363,550,1.47e-51,195
"10419",4472,"Metbr1",99.429,175,0,1,1,174,298,472,3.04e-88,316
"10420",4472,"Metgui1",99.429,175,0,1,1,174,298,472,3.04e-88,316
"10422",4476,"Trias1",97.222,180,4,1,1,180,337,515,2.31e-84,303
"10423",4476,"Triasper1",97.222,180,4,1,1,180,337,515,2.31e-84,303
"10479",4480,"Didma1",81.513,119,17,1,1,114,299,417,4.72e-21,93.5
"10481",4485,"Fonnu1",88.785,107,10,2,49,153,431,537,3.98e-32,130
"10484",4486,"Melbi2",92.754,138,9,1,1,137,322,459,9.05e-53,198
"10488",4487,"Flaful1",87.931,116,11,3,1,114,342,456,2.82e-33,134
"10491",4488,"Melbi2",84.615,104,12,4,53,154,374,475,2.68e-23,100
"10493",4492,"Hyafin1",95.652,115,4,1,1,115,417,530,2.63e-48,183
"10494",4497,"Claim1",84.94,166,15,7,1,161,363,523,5.33e-41,159
"10495",4507,"Amore1",85.185,135,13,7,11,142,432,562,9.52e-33,132
"10496",4510,"Xylbam139988_1",89.349,169,12,4,1,165,364,530,1.66e-55,207
"10498",4532,"Melbi2",82.576,132,17,6,25,154,348,475,1.24e-26,111
"10500",4536,"Hyafin1",93.333,105,5,2,1,104,417,520,2.08e-39,154
"10501",4543,"Venin1",97.08,137,3,1,1,136,340,476,3.52e-62,230
"10502",4546,"Melbi2",88.961,154,14,3,1,151,322,475,1.96e-49,187
"10504",4548,"Hyafin1",90.385,156,10,4,1,155,417,568,2.59e-53,200
"10507",4554,"Exosp1",87.591,137,12,4,1,133,352,487,2.44e-39,154
"10509",4555,"Claim1",84.456,193,19,11,1,187,363,550,4.17e-47,180
"10510",4557,"Aaoar1",87.73,163,15,5,1,158,459,621,7.58e-49,185
"10511",4559,"Fusavent1",86.441,177,20,3,1,173,337,513,1.76e-50,191
"10514",4565,"Melbi2",92.258,155,9,3,1,153,322,475,2.54e-58,217
"10517",4566,"Melbi2",90.26,154,14,1,1,153,322,475,2.55e-53,200
"10519",4571,"Purli1",96.471,170,0,1,1,164,374,543,4.46e-76,276
"10521",4572,"Humhy1",88,100,11,1,1,99,471,570,2.82e-28,117
"10522",4578,"Melbi2",91.613,155,8,5,1,151,322,475,4.18e-56,209
"10525",4580,"Ascra1",96.97,165,3,2,1,164,300,463,4.46e-76,276
"10531",4591,"Melbi2",93.22,118,7,1,1,118,322,438,5.65e-45,172
"10533",4601,"Melbi2",92.035,113,3,5,1,111,322,430,2.06e-39,154
"10534",4603,"Rhyag1",82.278,158,23,5,1,154,486,642,9.52e-33,132
"10536",4604,"Melbi2",92.258,155,11,1,1,155,322,475,7.16e-59,219
"10538",4629,"Mereb1",91.209,91,3,4,2,88,494,583,5.35e-29,119
"10539",4634,"Melbi2",92.754,138,9,1,1,137,322,459,9.12e-53,198
"10543",4635,"Exosp1",86.131,137,18,1,1,136,352,488,4.47e-37,147
"10545",4637,"Diahe1",78.261,115,13,12,1,105,367,479,3.39e-12,63.9
"10546",4645,"Melbi2",87.742,155,18,1,1,155,322,475,3.38e-47,180
"10548",4651,"Frien1",84.277,159,22,3,1,156,302,460,7.41e-39,152
"10550",4652,"Hyafin1",95.614,114,4,1,1,113,417,530,9.25e-48,182
"10553",4654,"Aspsub1",95.172,145,6,1,1,144,337,481,1.28e-61,228
"10554",4654,"Aspsubr1",95.172,145,6,1,1,144,347,491,1.28e-61,228
"10757",4701,"Melbi2",93.151,146,9,1,1,146,322,466,3.28e-57,213
"10758",4706,"Hyafin1",95.484,155,4,1,1,155,417,568,1.18e-66,244
"10760",4707,"Theglo1",82.119,151,21,4,1,147,323,471,4.49e-31,126
"10764",4717,"Artesp1",84.167,120,18,1,1,119,339,458,1.02e-27,115
"10767",4723,"Exoalc1",87.143,140,14,4,1,138,362,499,7.27e-40,156
"10768",4723,"Exoalc1_J33",87.143,140,14,4,1,138,362,499,7.27e-40,156
"10773",4725,"Metbr1",99.435,177,0,1,1,177,298,473,2.37e-89,320
"10774",4725,"Metgui1",99.435,177,0,1,1,177,298,473,2.37e-89,320
"10776",4736,"Metma1",81.72,186,23,10,9,192,331,507,1.56e-36,145
"10779",4740,"Extant1",84.416,154,21,3,1,153,305,456,9.38e-38,148
"10781",4744,"Hyafin1",96.104,154,4,1,1,154,417,568,2.52e-68,250
"10783",4746,"Horwer1",85.811,148,18,3,1,147,311,456,2.08e-39,154
"10784",4749,"Amore1",82.474,97,12,5,1,94,422,516,3.5e-17,80.5
"10785",4753,"Acema1",94.545,110,6,0,1,110,431,540,1.99e-44,171
"10786",4758,"Hyafin1",92.982,114,7,1,1,113,417,530,9.25e-43,165
"10788",4760,"Hyafin1",94.737,114,6,0,1,114,417,530,1.2e-46,178
"10789",4779,"Ocuya1",84,150,18,6,1,146,426,573,5.73e-35,139
"10792",4788,"Dacma1",85.965,114,15,1,63,176,342,454,2.47e-29,121
"10793",4790,"Aqupat1",84.034,119,16,3,1,117,440,557,1.35e-26,111
"10795",4793,"Apibac1",80,165,25,8,1,161,314,474,1.01e-27,115
"10796",4795,"Ascra1",93.333,165,9,2,1,164,300,463,4.53e-66,243
"10800",4805,"Melbi2",91.026,156,12,2,1,156,322,475,4.34e-56,209
"10802",4819,"Lacpse1",89.61,154,9,4,2,152,392,541,1.72e-51,195
"10803",4822,"Melbi2",94.156,154,8,1,1,153,322,475,2.52e-63,233
"10805",4838,"Purli1",82.278,158,13,4,1,150,374,524,6.36e-30,122
"10807",4840,"Hyafin1",88.393,112,11,2,1,111,417,527,2.63e-33,134
"10808",4841,"Plucer1",92.268,194,13,1,1,192,440,633,1.91e-75,274
"10809",4884,"Dalver1",89.773,176,14,4,1,174,367,540,6.3e-60,222
"10810",4888,"Melbi2",90.909,154,14,0,1,154,322,475,1.54e-55,207
"10813",4899,"Cucbe1",82.301,113,16,4,1,110,311,422,1.29e-21,95.3
"10814",4907,"Theglo1",84.906,159,20,4,1,156,323,480,1.59e-40,158
"10816",4909,"Metma1",81.356,177,20,10,9,181,331,498,1.22e-32,132
"10819",4922,"Claim1",91.411,163,10,4,1,160,363,524,2.53e-59,220
"10826",4930,"Amore1",92.053,151,10,2,1,150,422,571,1.15e-56,211
"10827",4933,"Trichl1",97.283,184,4,1,1,184,376,558,1.39e-86,311
"10885",4938,"Crafun1",81.707,164,21,7,1,161,448,605,1.76e-31,128
"10886",4939,"Claim1",87.805,164,13,7,1,160,363,523,9.01e-49,185
"10887",4947,"Hyafin1",88.489,139,14,2,1,137,417,555,2.51e-43,167
"10888",4948,"Racan1",76.224,143,23,11,1,136,327,465,9.65e-13,65.8
"10889",4959,"Hyafin1",85.897,156,17,5,1,155,417,568,1.22e-41,161
"10891",4961,"Basun1",82.716,162,20,7,30,189,394,549,2.95e-34,137
"10892",4970,"Hyafin1",86.62,142,16,3,1,142,417,555,2.08e-39,154
"10894",4977,"Amore1",78.472,144,19,9,1,140,422,557,2.74e-18,84.2
"10895",4979,"Amore1",91.503,153,8,5,1,151,422,571,5.41e-55,206
"10897",4986,"Cucbe1",82.203,118,14,5,1,113,311,426,1.32e-21,95.3
"10898",5003,"Melbi2",83.871,155,18,6,4,154,324,475,1.58e-35,141
"10901",5004,"Hyafin1",90.647,139,12,1,1,138,417,555,2.55e-48,183
"10902",5007,"Sodal1",78.307,189,22,10,1,173,283,468,2.49e-24,104
"10903",5017,"Hyafin1",95.425,153,6,1,1,153,417,568,4.18e-66,243
"10906",5019,"Hyafin1",93.86,114,6,1,1,113,417,530,1.99e-44,171
"10908",5028,"Melbi2",91.489,141,10,2,1,140,322,461,4.34e-51,193
"10910",5037,"Clasph1",96.855,159,5,0,1,159,321,479,2.59e-73,267
"10912",5042,"Melbi2",81.295,139,20,6,1,136,322,457,1.59e-25,108
"10914",5051,"Melbi2",93.631,157,7,2,1,157,322,475,9.33e-63,231
"10916",5054,"Nemabo1",88.372,172,14,4,1,166,444,615,7.79e-54,202
"10917",5055,"Fusavent1",84.393,173,17,9,1,173,337,499,1.48e-41,161
"10919",5056,"Melbi2",90,150,12,2,1,147,322,471,1.54e-50,191
"10925",5059,"Exosi1",90.441,136,12,1,1,135,350,485,1.54e-46,178
"10928",5064,"Crafun1",75.625,160,22,11,1,147,448,603,4.92e-12,63.9
"10931",5071,"Rhyag1",91.667,96,5,3,1,94,486,580,3.42e-32,130
"10933",5073,"Melbi2",88.608,158,12,6,1,156,322,475,2.03e-49,187
"10936",5075,"Exosp1",82.822,163,21,7,1,158,352,512,7.32e-35,139
"10939",5091,"Verda1",86.127,173,17,7,1,171,323,490,3.97e-47,180
"10940",5091,"Verdah1",86.127,173,17,7,1,171,323,490,3.97e-47,180
"10942",5095,"NsAZ0576_1",91.429,175,13,2,1,175,294,466,6.29e-65,239
"10943",5095,"NsCB679_1",91.429,175,13,2,1,175,294,466,6.29e-65,239
"10944",5095,"NsAK0226_1",91.429,175,13,2,1,175,294,466,6.29e-65,239
"10945",5112,"Flaful1",88.889,153,12,5,1,150,342,492,2.82e-48,183
"10951",5114,"Altar1",88.596,114,9,3,1,114,329,438,8.5e-34,135
"10959",5124,"Purli1",83.761,117,16,3,53,167,428,543,1.76e-25,108
"10960",5131,"Claim1",85.938,192,16,11,1,185,363,550,1.47e-51,195
"10967",5136,"Melbi2",90.26,154,14,1,1,153,322,475,2.55e-53,200
"10970",5138,"Diaam1",92.121,165,11,2,1,163,304,468,1.01e-62,231
"10972",5139,"Claim1",77.32,194,27,11,1,183,363,550,1.17e-22,99
"10973",5144,"Favcal1_2",84.974,193,15,11,1,182,473,662,3.72e-48,183
"10974",5152,"PleosDSM11191_1",95.238,210,7,2,1,208,416,624,4.39e-92,329
"10975",5152,"PleosPC9_1",95.238,210,7,2,1,208,416,624,4.39e-92,329
"10976",5159,"Psever1",86.713,143,15,4,1,141,339,479,5.73e-40,156
