"","ASV_ID","portal_id","perc_id","alignment_length","mismatches","gap_opens","q_start","q_end","s_start","s_end","eval","bit_score"
"8351",3605,"Acema1",95.425,153,6,1,1,152,431,583,4.15e-66,243
"8353",3608,"Hyafin1",88.696,115,11,2,1,114,417,530,5.65e-35,139
"8355",3611,"Purli1",94.805,154,5,3,1,151,374,527,2.13e-64,237
"8357",3617,"Flaful1",93.377,151,8,2,1,149,342,492,5.9e-60,222
"8360",3625,"Lacpse1",95.604,91,1,3,1,90,391,479,2.59e-36,143
"8361",3627,"Tripra1",80.233,172,27,7,1,168,385,553,6.32e-30,122
"8362",3629,"Exosi1",89.634,164,13,4,1,163,350,510,7.12e-55,206
"8367",3638,"Hyafin1",92.562,121,7,2,1,121,417,535,5.61e-45,172
"8368",3642,"Trichpleur1",80.978,184,30,5,1,182,392,572,1.91e-35,141
"8369",3642,"Tripare1",80.978,184,30,5,1,182,370,550,1.91e-35,141
"8399",3655,"Theglo1",81.132,159,25,5,1,155,323,480,5.77e-30,122
"8404",3672,"Exoxe1",87.075,147,10,7,1,145,351,490,2.08e-40,158
"8408",3674,"Mocy1230_1",94.737,152,8,0,1,152,387,538,2.28e-64,237
"8409",3686,"Papla1",78.882,161,25,8,10,165,306,462,3.36e-23,100
"8410",3688,"Rhyag1",83.648,159,18,8,1,153,486,642,4.37e-36,143
"8411",3689,"Hyafin1",82.803,157,20,7,1,155,417,568,2.67e-33,134
"8414",3706,"Hyafin1",96.522,115,3,1,1,115,417,530,5.65e-50,189
"8415",3710,"Acema1",83.544,158,17,9,1,154,431,583,5.69e-35,139
"8416",3727,"Melbi2",90.909,154,11,2,1,151,322,475,1.95e-54,204
"8419",3730,"Acema1",92.949,156,7,4,1,155,431,583,1.54e-60,224
"8421",3732,"Hyafin1",87.931,116,9,5,1,113,417,530,9.38e-33,132
"8422",3740,"Metbr1",97.861,187,2,2,1,187,298,482,6.54e-90,322
"8423",3740,"Metgui1",97.861,187,2,2,1,187,298,482,6.54e-90,322
"8425",3741,"Melbi2",92.308,156,7,5,1,153,322,475,2.54e-58,217
"8427",3745,"Melbi2",88.571,140,13,3,1,140,322,458,2.65e-43,167
"8428",3751,"Hyafin1",89.032,155,12,5,1,153,417,568,1.99e-49,187
"8432",3754,"Exosi1",83.735,166,17,7,1,162,350,509,1.2e-37,148
"8434",3764,"Dacma1",87.574,169,13,7,1,166,291,454,6.27e-50,189
"8437",3765,"Amore1",80.851,141,20,7,1,139,422,557,2.09e-24,104
"8438",3772,"Racan1",80.342,117,9,10,1,109,327,437,4.56e-16,76.8
"8439",3776,"Melbi2",90.26,154,14,1,1,153,322,475,2.55e-53,200
"8447",3778,"Aspsub1",89.726,146,11,3,1,143,337,481,2.86e-48,183
"8448",3778,"Aspsubr1",89.726,146,11,3,1,143,347,491,2.86e-48,183
"8449",3778,"Aspele1",89.726,146,11,3,1,143,366,510,2.86e-48,183
"8661",3780,"Hyafin1",93.525,139,8,1,1,139,417,554,5.57e-55,206
"8662",3788,"Fusso1",93.956,182,6,5,1,180,359,537,2.3e-74,270
"8672",3791,"Penmal1",96.644,149,4,1,1,149,339,486,3.81e-67,246
"8904",3792,"Amore1",80.328,122,21,3,1,119,422,543,5.47e-20,89.8
"8905",3793,"Ganleu1",85.279,197,16,11,1,192,357,545,2.21e-50,191
"8907",3794,"Dacma1",84.706,170,18,7,1,168,291,454,3.85e-42,163
"8911",3799,"Melbi2",90.909,154,11,3,1,151,322,475,1.95e-54,204
"8913",3815,"Acema1",94.545,110,6,0,1,110,431,540,1.99e-44,171
"8914",3828,"Didma1",98.171,164,2,1,1,163,299,462,7.36e-79,285
"8917",3839,"Theglo1",83.648,159,22,4,1,156,323,480,3.45e-37,147
"8919",3853,"Acema1",82.727,110,17,2,1,110,431,538,3.47e-22,97.1
"8920",3857,"Artesp1",81.301,123,19,4,1,122,339,458,3.78e-22,97.1
"8921",3860,"Melbi2",90.968,155,11,3,1,153,322,475,5.49e-55,206
"8924",3869,"Daces1",87.861,173,16,5,1,171,389,558,1.04e-52,198
"8932",3874,"Hyafin1",84.348,115,15,3,1,113,417,530,4.39e-26,110
"8933",3881,"Melbi2",94.326,141,7,1,1,141,322,461,9.26e-58,215
"8935",3894,"Pjug17442_1",94.904,157,6,2,1,157,341,495,1.37e-66,244
"9176",3904,"Trigam1",99.419,172,1,0,1,172,340,511,3.84e-87,313
"9177",3904,"Trikon1",99.419,172,1,0,1,172,337,508,3.84e-87,313
"9234",3920,"Melbi2",88.571,140,12,4,1,139,322,458,2.63e-43,167
"9235",3922,"Botdo1_1",76.86,121,18,6,1,115,346,462,4.66e-11,60.2
"9236",3937,"Lacpse1",90.099,101,7,1,2,99,561,661,7.44e-32,128
"9237",3940,"Melbi2",94.194,155,8,1,1,155,322,475,7.11e-64,235
"9239",3944,"Botdo1_1",78.632,117,20,4,1,112,346,462,5.94e-15,73.1
"9241",3945,"Hyafin1",91.304,138,10,2,1,137,417,553,1.97e-49,187
"9243",3959,"Hyafin1",90.833,120,8,3,1,118,417,535,1.56e-40,158
"9245",3960,"Ustvir1",80.198,202,20,13,1,195,417,605,3.44e-33,134
"9246",3961,"Hyafin1",79.021,143,22,6,1,141,417,553,1.69e-20,91.6
"9247",3961,"Melbi2",79.021,143,22,6,1,141,322,458,1.69e-20,91.6
"9248",3964,"Trias1",98.837,172,1,1,1,172,337,507,6.35e-85,305
"9249",3964,"Triasper1",98.837,172,1,1,1,172,337,507,6.35e-85,305
"9305",3976,"Purli1",92.857,154,8,3,1,151,374,527,2.13e-59,220
"9307",3992,"Umban1",99.383,162,0,1,1,161,411,572,4.34e-81,292
"9308",3994,"Melbi2",98.701,154,2,0,1,154,322,475,1.49e-75,274
"9310",3996,"Hyafin1",79.747,158,23,9,1,155,417,568,5.81e-25,106
"9312",3997,"Hyafin1",90.714,140,11,2,1,139,417,555,7.2e-49,185
"9313",4004,"Hyafin1",86.452,155,16,4,1,153,417,568,9.32e-43,165
"9315",4005,"Hyafin1",95.614,114,4,1,1,113,417,530,9.25e-48,182
"9316",4006,"Claim1",85.802,162,17,6,1,157,363,523,3.19e-43,167
"9317",4008,"Crafun1",81.25,160,25,5,1,159,448,603,2.26e-30,124
"9318",4010,"Purli1",99.375,160,1,0,1,160,374,533,1.64e-80,291
"9320",4027,"Ocuya1",79.63,162,21,11,1,155,426,582,5.81e-25,106
"9321",4030,"Exosi1",90.761,184,13,3,1,183,350,530,5.18e-66,243
"9328",4040,"Disorn1",91.275,149,12,1,66,214,442,589,1.03e-53,202
"9329",4040,"DiorN22417_1",91.275,149,12,1,66,214,442,589,1.03e-53,202
"9331",4041,"Hyafin1",96.522,115,3,1,1,115,417,530,5.53e-50,189
"9332",4043,"Parchr1",81.818,121,10,5,1,120,353,462,1.75e-20,91.6
"9333",4043,"Parch1",81.818,121,10,5,1,120,353,462,1.75e-20,91.6
"9334",4047,"Sarstr1",88.525,183,15,6,1,177,350,532,2.99e-58,217
"9335",4047,"Acrst1",88.525,183,15,6,1,177,350,532,2.99e-58,217
"9337",4053,"Hyafin1",91.597,119,7,3,1,117,417,534,1.21e-41,161
"9343",4057,"Exosi1",86.301,146,13,7,1,142,350,492,9.46e-39,152
"9345",4064,"Rhyag1",82.911,158,23,4,1,155,486,642,5.73e-35,139
"9347",4072,"Exoalc1",84.848,165,15,8,1,158,362,523,1.97e-40,158
"9348",4072,"Exoalc1_J33",84.848,165,15,8,1,158,362,523,1.97e-40,158
"9354",4079,"Penatra1",96.512,172,6,0,1,172,339,510,7.82e-79,285
"9355",4079,"Penmal1",96.512,172,5,1,1,172,339,509,2.81e-78,283
"9599",4082,"Rhyag1",81.761,159,23,6,1,155,486,642,1.24e-31,128
"9600",4083,"Acema1",83.766,154,24,1,1,154,431,583,1.22e-36,145
"9601",4084,"Venin1",94.928,138,6,1,1,137,340,477,9.26e-58,215
"9602",4085,"Melbi2",93.836,146,8,1,1,146,322,466,7.05e-59,219
"9604",4088,"Purli1",88.272,162,10,7,1,157,374,531,7.95e-49,185
"9605",4091,"Dipse1",78.992,119,18,7,1,112,358,476,1.66e-15,75
"9606",4101,"Fusnyg1",88.024,167,14,6,1,166,331,492,5.03e-51,193
"9608",4110,"Amore1",86.842,152,16,4,1,150,422,571,2.53e-43,167
"9609",4114,"Fibin1",97.619,168,3,1,1,167,284,451,2.1e-79,287
"9610",4117,"Trispi1_2",79.73,148,19,9,29,168,436,580,3.83e-22,97.1
"9611",4126,"Tolinf1",96.429,140,3,2,33,172,343,480,3.72e-62,230
"9616",4133,"Hyafin1",94.737,114,5,1,1,113,417,530,4.3e-46,176
"9618",4135,"Extant1",92.481,133,8,2,1,133,305,435,5.53e-50,189
"9619",4136,"Hyafin1",88.961,154,13,4,1,152,417,568,1.97e-49,187
"9620",4149,"Favcal1_2",80.952,189,13,17,38,211,513,693,1.75e-31,128
"9621",4158,"Tribre1",95.455,176,6,2,1,175,350,524,3.71e-77,279
"9622",4158,"Tribrev1",95.455,176,6,2,1,175,350,524,3.71e-77,279
"9623",4158,"Trimi1",95.455,176,6,2,1,175,375,549,3.71e-77,279
"9624",4158,"Trispi1_2",95.455,176,7,1,1,175,405,580,3.71e-77,279
"9680",4167,"Colfa1",75.776,161,23,13,1,147,341,499,2.72e-13,67.6
"9687",4173,"Trichl1",91.566,166,12,2,1,164,376,541,1.42e-61,228
"9726",4175,"Amore1",82.143,140,19,6,1,138,422,557,9.73e-28,115
"9727",4177,"Colin1",74.843,159,25,13,10,155,356,512,1.65e-10,58.4
"9728",4180,"Melbi2",92.308,156,7,5,1,153,322,475,2.54e-58,217
"9731",4183,"Hyafin1",91.509,106,6,3,1,105,417,520,4.3e-36,143
"9732",4188,"Mereb1",85.128,195,21,6,1,187,389,583,6.2e-51,193
"9733",4193,"Hyafin1",90.833,120,9,2,1,119,417,535,4.37e-41,159
"9736",4197,"Botdo1_1",82.051,117,14,2,1,110,346,462,4.53e-21,93.5
"9750",4224,"Sarstr1",77.326,172,25,11,1,162,350,517,7.01e-20,89.8
"9751",4224,"Acrst1",77.326,172,25,11,1,162,350,517,7.01e-20,89.8
"9752",4227,"Amore1",87.662,154,13,3,1,152,422,571,1.54e-45,174
"9753",4234,"Chale1",95.181,166,3,4,1,164,462,624,1.62e-70,257
"9762",4237,"Claim1",84.737,190,19,10,1,186,363,546,1.19e-47,182
"9763",4242,"Ascra1",79.339,121,16,6,1,114,300,418,4.66e-16,76.8
"9764",4246,"Melbi2",93.289,149,7,3,1,148,322,468,2.59e-58,217
"9767",4255,"Hyafin1",91.304,115,8,2,1,114,417,530,5.69e-40,156
"9769",4256,"Hyafin1",90.78,141,11,2,1,141,417,555,2.02e-49,187
"9771",4261,"Amore1",86.275,153,16,5,1,151,422,571,1.19e-41,161
"9772",4262,"Hyafin1",87.681,138,14,3,1,137,417,552,1.57e-40,158
"9774",4264,"Artesp1",81.452,124,13,5,1,123,339,453,5.15e-21,93.5
"9775",4269,"MoscN6426_1",78.462,130,17,4,1,122,307,433,1.28e-15,75
"9777",4292,"Melbi2",92.949,156,8,3,1,155,322,475,1.54e-60,224
"9779",4294,"Amore1",84.028,144,19,4,11,152,430,571,7.25e-34,135
"9780",4301,"Chagl1",85.606,132,13,4,1,130,332,459,2.86e-33,134
"9781",4303,"Trimi1",96.341,164,4,2,1,162,375,538,7.93e-74,268
"9839",4313,"Melbi2",92.258,155,10,2,1,154,322,475,7.1e-59,219
"9841",4323,"Claim1",84.94,166,15,7,1,161,363,523,5.39e-41,159
"9843",4327,"Aspsub1",90.678,118,9,2,1,116,337,454,6.06e-40,156
"9844",4327,"Aspsubr1",90.678,118,9,2,1,116,347,464,6.06e-40,156
"9845",4327,"Asptan1",90.678,118,9,2,1,116,353,470,6.06e-40,156
"9846",4327,"Aspele1",90.678,118,9,2,1,116,366,483,6.06e-40,156
"10018",4332,"Rhyag1",82.278,158,21,7,1,152,486,642,3.37e-32,130
"10019",4341,"Acema1",94.928,138,6,1,1,138,431,567,8.99e-58,215
"10020",4342,"Bimnz1",90.476,168,8,4,1,164,366,529,9.86e-58,215
"10025",4362,"Hyafin1",89.565,115,10,2,1,114,417,530,1.21e-36,145
"10027",4363,"Diahe1",78.261,115,13,12,1,105,367,479,3.44e-12,63.9
"10028",4376,"Claim1",86.503,163,15,7,1,158,363,523,6.93e-45,172
"10029",4388,"Trist1",99.432,176,0,1,1,176,330,504,7.91e-89,318
"10088",4389,"Amore1",85.816,141,16,4,1,140,422,559,3.37e-37,147
"10089",4400,"MoscN6426_1",86.986,146,11,4,1,138,307,452,1.4e-40,158
"10096",4404,"Purli1",93.421,152,7,3,1,149,374,525,6.02e-60,222
"10098",4407,"Acema1",89.61,154,11,5,1,150,431,583,1.5e-50,191
"10099",4408,"Tripra1",79.191,173,27,9,1,168,385,553,1.37e-26,111
"10100",4434,"Tappo1",83.333,150,23,2,63,210,444,593,2.89e-34,137
"10101",4446,"Colfa1",75.301,166,26,12,1,153,341,504,9.72e-13,65.8
"10102",4447,"Crafun1",81.25,160,25,5,1,159,448,603,2.27e-30,124
"10103",4454,"Claim1",84.184,196,15,11,1,189,364,550,5.45e-46,176
"10104",4461,"Daldec1",93.855,179,6,5,1,176,336,512,1.05e-72,265
"10106",4462,"Hyafin1",91.304,115,8,2,1,114,417,530,5.65e-40,156
"10109",4465,"Altro1",77.778,171,24,12,1,161,375,541,4.72e-21,93.5
"10110",4466,"Claim1",86.01,193,14,11,1,185,363,550,1.47e-51,195
"10117",4472,"Metbr1",99.429,175,0,1,1,174,298,472,3.04e-88,316
"10118",4472,"Metgui1",99.429,175,0,1,1,174,298,472,3.04e-88,316
"10120",4476,"Trias1",97.222,180,4,1,1,180,337,515,2.31e-84,303
"10121",4476,"Triasper1",97.222,180,4,1,1,180,337,515,2.31e-84,303
"10177",4480,"Didma1",81.513,119,17,1,1,114,299,417,4.72e-21,93.5
"10178",4485,"Claim1",84.472,161,16,9,1,153,364,523,3.05e-38,150
"10181",4486,"Melbi2",92.754,138,9,1,1,137,322,459,9.05e-53,198
"10185",4487,"Flaful1",87.931,116,11,3,1,114,342,456,2.82e-33,134
"10188",4492,"Hyafin1",95.652,115,4,1,1,115,417,530,2.63e-48,183
"10189",4497,"Claim1",84.94,166,15,7,1,161,363,523,5.33e-41,159
"10190",4507,"Amore1",85.185,135,13,7,11,142,432,562,9.52e-33,132
"10191",4510,"Xylbam139988_1",89.349,169,12,4,1,165,364,530,1.66e-55,207
"10193",4532,"Melbi2",82.576,132,17,6,25,154,348,475,1.24e-26,111
"10194",4536,"Melbi2",90.78,141,11,2,1,140,322,461,2.05e-49,187
"10195",4543,"Venin1",97.08,137,3,1,1,136,340,476,3.52e-62,230
"10196",4546,"Melbi2",88.961,154,14,3,1,151,322,475,1.96e-49,187
"10198",4548,"Hyafin1",90.385,156,10,4,1,155,417,568,2.59e-53,200
"10201",4554,"Exosp1",87.591,137,12,4,1,133,352,487,2.44e-39,154
"10203",4555,"Claim1",84.456,193,19,11,1,187,363,550,4.17e-47,180
"10204",4557,"Aaoar1",87.73,163,15,5,1,158,459,621,7.58e-49,185
"10205",4559,"Fusavent1",86.441,177,20,3,1,173,337,513,1.76e-50,191
"10208",4565,"Melbi2",92.258,155,9,3,1,153,322,475,2.54e-58,217
"10211",4566,"Melbi2",90.26,154,14,1,1,153,322,475,2.55e-53,200
"10213",4571,"Purli1",96.471,170,0,1,1,164,374,543,4.46e-76,276
"10214",4572,"Chafi1",86.207,145,14,5,1,142,331,472,7.74e-39,152
"10215",4578,"Melbi2",91.613,155,8,5,1,151,322,475,4.18e-56,209
"10218",4580,"Ascra1",96.97,165,3,2,1,164,300,463,4.46e-76,276
"10224",4591,"Melbi2",93.22,118,7,1,1,118,322,438,5.65e-45,172
"10226",4601,"Melbi2",92.035,113,3,5,1,111,322,430,2.06e-39,154
"10227",4603,"Rhyag1",82.278,158,23,5,1,154,486,642,9.52e-33,132
"10228",4604,"Melbi2",92.258,155,11,1,1,155,322,475,7.16e-59,219
"10230",4629,"Mereb1",91.209,91,3,4,2,88,494,583,5.35e-29,119
"10231",4634,"Melbi2",92.754,138,9,1,1,137,322,459,9.12e-53,198
"10234",4635,"Exoxe1",85.465,172,18,7,1,171,351,516,7.38e-45,172
"10236",4637,"Diahe1",78.261,115,13,12,1,105,367,479,3.39e-12,63.9
"10237",4645,"Melbi2",87.742,155,18,1,1,155,322,475,3.38e-47,180
"10239",4651,"Frien1",84.277,159,22,3,1,156,302,460,7.41e-39,152
"10241",4652,"Hyafin1",95.614,114,4,1,1,113,417,530,9.25e-48,182
"10244",4654,"Aspsub1",95.172,145,6,1,1,144,337,481,1.28e-61,228
"10245",4654,"Aspsubr1",95.172,145,6,1,1,144,347,491,1.28e-61,228
"10448",4701,"Melbi2",93.151,146,9,1,1,146,322,466,3.28e-57,213
"10449",4706,"Hyafin1",95.484,155,4,1,1,155,417,568,1.18e-66,244
"10451",4707,"Theglo1",82.119,151,21,4,1,147,323,471,4.49e-31,126
"10454",4717,"Artesp1",84.167,120,18,1,1,119,339,458,1.02e-27,115
"10457",4723,"Exoalc1",87.143,140,14,4,1,138,362,499,7.27e-40,156
"10458",4723,"Exoalc1_J33",87.143,140,14,4,1,138,362,499,7.27e-40,156
"10462",4725,"Metbr1",99.435,177,0,1,1,177,298,473,2.37e-89,320
"10463",4725,"Metgui1",99.435,177,0,1,1,177,298,473,2.37e-89,320
"10465",4736,"Metma1",81.72,186,23,10,9,192,331,507,1.56e-36,145
"10468",4740,"Extant1",84.416,154,21,3,1,153,305,456,9.38e-38,148
"10469",4744,"Hyafin1",96.104,154,4,1,1,154,417,568,2.52e-68,250
"10471",4746,"Horwer1",85.811,148,18,3,1,147,311,456,2.08e-39,154
"10472",4753,"Acema1",94.545,110,6,0,1,110,431,540,1.99e-44,171
"10473",4758,"Hyafin1",92.982,114,7,1,1,113,417,530,9.25e-43,165
"10475",4760,"Hyafin1",94.737,114,6,0,1,114,417,530,1.2e-46,178
"10476",4779,"Ocuya1",84,150,18,6,1,146,426,573,5.73e-35,139
"10477",4788,"Ilyrob1",80.541,185,19,11,1,181,389,560,5.31e-31,126
"10478",4790,"Aqupat1",84.034,119,16,3,1,117,440,557,1.35e-26,111
"10480",4793,"Apibac1",80,165,25,8,1,161,314,474,1.01e-27,115
"10481",4795,"Ascra1",93.333,165,9,2,1,164,300,463,4.53e-66,243
"10484",4805,"Melbi2",91.026,156,12,2,1,156,322,475,4.34e-56,209
"10486",4819,"Lacpse1",89.61,154,9,4,2,152,392,541,1.72e-51,195
"10487",4822,"Melbi2",94.156,154,8,1,1,153,322,475,2.52e-63,233
"10489",4838,"Purli1",82.278,158,13,4,1,150,374,524,6.36e-30,122
"10491",4840,"Hyafin1",88.393,112,11,2,1,111,417,527,2.63e-33,134
"10492",4841,"Plucer1",92.268,194,13,1,1,192,440,633,1.91e-75,274
"10493",4884,"Dalver1",89.773,176,14,4,1,174,367,540,6.3e-60,222
"10494",4888,"Melbi2",90.909,154,14,0,1,154,322,475,1.54e-55,207
"10497",4907,"Theglo1",84.906,159,20,4,1,156,323,480,1.59e-40,158
"10499",4909,"Metma1",81.356,177,20,10,9,181,331,498,1.22e-32,132
"10502",4922,"Claim1",91.411,163,10,4,1,160,363,524,2.53e-59,220
"10509",4930,"Amore1",92.053,151,10,2,1,150,422,571,1.15e-56,211
"10510",4933,"Trichl1",97.283,184,4,1,1,184,376,558,1.39e-86,311
"10568",4938,"Crafun1",81.707,164,21,7,1,161,448,605,1.76e-31,128
"10569",4939,"Claim1",87.805,164,13,7,1,160,363,523,9.01e-49,185
"10570",4947,"Hyafin1",88.489,139,14,2,1,137,417,555,2.51e-43,167
"10571",4948,"Racan1",76.224,143,23,11,1,136,327,465,9.65e-13,65.8
"10572",4959,"Hyafin1",85.897,156,17,5,1,155,417,568,1.22e-41,161
"10574",4961,"Basun1",82.716,162,20,7,30,189,394,549,2.95e-34,137
"10575",4970,"Hyafin1",86.62,142,16,3,1,142,417,555,2.08e-39,154
"10577",4977,"Amore1",78.472,144,19,9,1,140,422,557,2.74e-18,84.2
"10578",4979,"Amore1",91.503,153,8,5,1,151,422,571,5.41e-55,206
"10580",4986,"Cucbe1",82.203,118,14,5,1,113,311,426,1.32e-21,95.3
"10581",5003,"Melbi2",83.871,155,18,6,4,154,324,475,1.58e-35,141
"10584",5004,"Hyafin1",90.647,139,12,1,1,138,417,555,2.55e-48,183
"10585",5007,"Sodal1",78.307,189,22,10,1,173,283,468,2.49e-24,104
"10586",5017,"Hyafin1",95.425,153,6,1,1,153,417,568,4.18e-66,243
"10589",5019,"Hyafin1",93.86,114,6,1,1,113,417,530,1.99e-44,171
"10591",5028,"Melbi2",91.489,141,10,2,1,140,322,461,4.34e-51,193
"10593",5037,"Clasph1",96.855,159,5,0,1,159,321,479,2.59e-73,267
"10595",5042,"Melbi2",81.295,139,20,6,1,136,322,457,1.59e-25,108
"10596",5051,"Melbi2",93.631,157,7,2,1,157,322,475,9.33e-63,231
"10598",5054,"Nemabo1",88.372,172,14,4,1,166,444,615,7.79e-54,202
"10599",5055,"Fusavent1",84.393,173,17,9,1,173,337,499,1.48e-41,161
"10601",5056,"Melbi2",90,150,12,2,1,147,322,471,1.54e-50,191
"10607",5059,"Exosi1",90.441,136,12,1,1,135,350,485,1.54e-46,178
"10610",5064,"Crafun1",75.625,160,22,11,1,147,448,603,4.92e-12,63.9
"10611",5071,"Melbi2",87.821,156,15,4,1,154,322,475,3.35e-47,180
"10614",5073,"Melbi2",88.608,158,12,6,1,156,322,475,2.03e-49,187
"10617",5075,"Exosp1",82.822,163,21,7,1,158,352,512,7.32e-35,139
"10620",5091,"Verda1",86.127,173,17,7,1,171,323,490,3.97e-47,180
"10621",5091,"Verdah1",86.127,173,17,7,1,171,323,490,3.97e-47,180
"10623",5095,"NsAZ0576_1",91.429,175,13,2,1,175,294,466,6.29e-65,239
"10624",5095,"NsCB679_1",91.429,175,13,2,1,175,294,466,6.29e-65,239
"10625",5095,"NsAK0226_1",91.429,175,13,2,1,175,294,466,6.29e-65,239
"10626",5112,"Flaful1",88.889,153,12,5,1,150,342,492,2.82e-48,183
"10627",5114,"CocheC4_6",86.667,165,15,5,1,162,465,625,5.01e-46,176
"10628",5114,"ChetHm338_1",86.667,165,15,5,1,162,465,625,5.01e-46,176
"10629",5114,"ChetHAW225_4",86.667,165,15,5,1,162,465,625,5.01e-46,176
"10630",5114,"ChetPR9b_4",86.667,165,15,5,1,162,465,625,5.01e-46,176
"10631",5114,"ChetPR1x412_2",86.667,165,15,5,1,162,465,625,5.01e-46,176
"10634",5131,"Claim1",85.938,192,16,11,1,185,363,550,1.47e-51,195
"10641",5136,"Melbi2",90.26,154,14,1,1,153,322,475,2.55e-53,200
"10644",5138,"Diaam1",92.121,165,11,2,1,163,304,468,1.01e-62,231
"10646",5139,"Claim1",77.32,194,27,11,1,183,363,550,1.17e-22,99
"10647",5144,"Favcal1_2",84.974,193,15,11,1,182,473,662,3.72e-48,183
"10648",5152,"PleosDSM11191_1",95.238,210,7,2,1,208,416,624,4.39e-92,329
"10649",5152,"PleosPC9_1",95.238,210,7,2,1,208,416,624,4.39e-92,329
"10650",5159,"Psever1",86.713,143,15,4,1,141,339,479,5.73e-40,156
"10651",5170,"Melbi2",80.132,151,22,7,1,147,322,468,5.94e-25,106
"10656",5187,"Hyafin1",91.379,116,7,3,1,115,417,530,5.69e-40,156
"10658",5190,"Pencit1",98.246,171,2,1,1,171,338,507,9.98e-83,298
"10876",5204,"Lacpse1",89.677,155,6,3,1,145,391,545,1.12e-51,195
"10877",5215,"Fonmo1",84.118,170,14,8,1,157,367,536,9.08e-39,152
"10879",5223,"Hyafin1",94.964,139,7,0,1,139,417,555,7.05e-59,219
"10880",5226,"Melbi2",89.172,157,13,4,1,156,322,475,4.37e-51,193
"10882",5232,"Melbi2",86.076,158,16,6,1,156,322,475,9.52e-43,165
"10884",5251,"Claim1",83.077,195,19,11,1,188,363,550,1.17e-42,165
"10885",5255,"Melbi2",91.837,147,7,5,1,144,322,466,2.55e-53,200
"10887",5269,"Exoxe1",90.533,169,10,5,1,167,351,515,8.72e-59,219
"10893",5272,"Claim1",83.505,194,19,10,1,187,363,550,9.02e-44,169
"10895",5276,"Hyafin1",91.803,122,6,3,1,121,417,535,2.65e-43,167
"10896",5278,"Melbi2",89.333,150,9,6,1,148,322,466,9.39e-48,182
"10898",5280,"Melbi2",92.857,140,9,1,1,139,322,461,7.15e-54,202
"10901",5282,"Aqupat1",85.833,120,14,3,1,118,440,558,1.72e-30,124
"10902",5289,"Acema1",82.883,111,13,6,1,108,431,538,1.24e-21,95.3
"10903",5306,"Amore1",82.857,140,17,5,1,137,422,557,7.36e-29,119
"10904",5312,"Amore1",86.093,151,19,2,1,150,422,571,1.18e-41,161
"10905",5314,"Extant1",78.71,155,25,6,1,150,305,456,3.37e-22,97.1
"10906",5319,"Tappo1",79.621,211,25,15,14,210,387,593,1.04e-33,135
"10907",5320,"Melbi2",89.241,158,10,6,1,155,322,475,1.56e-50,191
"10909",5321,"Venin1",91.892,111,8,1,4,113,342,452,2.03e-39,154
"10910",5324,"Hyafin1",95.455,110,4,1,1,110,417,525,1.58e-45,174
"10912",5328,"Claim1",85.204,196,15,11,1,190,363,550,7.04e-50,189
"10916",5329,"Exoxe1",85.616,146,11,7,1,141,351,491,1.65e-36,145
"10922",5330,"Exoxe1",85.315,143,16,5,1,140,351,491,5.59e-36,143
"10924",5344,"Tripra1",80.114,176,22,12,1,170,385,553,8.28e-29,119
"10925",5345,"Crafun1",81.366,161,19,10,1,154,448,604,2.83e-29,121
"10927",5346,"Hyafin1",96.581,117,4,0,1,117,417,533,1.19e-51,195
"10928",5373,"Exosi1",83.735,166,20,5,1,165,350,509,3.58e-38,150
"10929",5378,"Hyafin1",83.974,156,20,5,1,155,417,568,1.23e-36,145
"10931",5381,"Acema1",90.196,153,15,0,1,153,431,583,2.55e-53,200
"10932",5384,"Ocuya1",84.277,159,17,8,1,153,426,582,9.38e-38,148
"10933",5385,"Melbi2",91.558,154,9,4,4,155,324,475,4.31e-56,209
"10935",5386,"Acema1",94.161,137,8,0,1,137,431,567,4.12e-56,209
"10937",5388,"Melbi2",94.69,113,5,1,1,112,322,434,1.55e-45,174
"10938",5398,"Acema1",93.548,155,6,4,1,153,431,583,1.17e-61,228
"10939",5401,"Tolinf1",91.667,144,1,10,39,181,347,480,6.68e-50,189
"10943",5408,"Melbi2",91.613,155,12,1,1,155,322,475,3.33e-57,213
"10945",5415,"Colch1",75.74,169,21,17,1,153,348,512,2.7e-13,67.6
"10947",5424,"Hyafin1",96.522,115,3,1,1,115,417,530,5.57e-50,189
"10948",5435,"Favcal1_2",83.962,106,8,7,3,106,564,662,3.97e-21,93.5
"10949",5437,"Bimnz1",88.415,164,17,2,1,162,366,529,3.52e-52,196
"10953",5439,"HyprubER1909_1",100,165,0,0,1,165,371,535,5.89e-85,305
"10954",5439,"Hyprub1",100,165,0,0,1,165,371,535,5.89e-85,305
"10955",5446,"Chagl1",84.848,132,14,5,1,130,332,459,1.31e-31,128
"10957",5452,"Hyafin1",91.304,115,8,2,1,114,417,530,5.61e-40,156
"10961",5463,"Hyafin1",91.304,115,8,2,1,114,417,530,5.44e-40,156
"10965",5469,"Hyafin1",92.105,114,8,1,1,113,417,530,4.33e-41,159
"10967",5479,"Hyafin1",85.106,141,18,3,1,140,417,555,1.59e-35,141
"10970",5483,"Hyafin1",95.413,109,4,1,1,108,417,525,5.61e-45,172
"10971",5484,"Amore1",80.272,147,21,8,1,145,422,562,2.09e-24,104
"10972",5487,"MoscN6426_1",81.148,122,8,8,1,112,307,423,1.89e-18,84.2
